Seed,Condition,V_T_step,V_T,DC,EC,R
2,C0,0.41,19.985,16901,16210,0.9850368681207092
2,C0,0.42,20.47,16935,16257,1.0505272657385898
2,C0,0.43,20.955,16957,16276,1.0443850507577688
2,C0,0.44,21.44,16987,16308,1.0733235170336688
2,C0,0.45,21.925,17004,16321,1.0571133501179373
2,C0,0.46,22.41,17018,16334,1.059342830902356
2,C0,0.47,22.895,17027,16342,1.0580139278561285
2,C0,0.48,23.38,17043,16355,1.0438097238049062
2,C0,0.49,23.865,17052,16362,1.0312765131834236
2,C0,0.5,24.35,17062,16372,1.038698162069928
2,C0,0.51,24.835,17068,16375,1.0104294960333884
2,C0,0.52,25.32,17077,16380,0.9699622266100735
2,C0,0.53,25.805,17084,16390,1.007953255544458
2,C0,0.54,26.29,17088,16394,1.0105539950062423
2,C1,0.14,6.89,6564,6477,1.0470843310846116
2,C1,0.15,7.375,5889,5801,1.0413827856337112
2,C1,0.16,7.86,5260,5222,1.051034040002556
2,C1,0.17,8.345,4705,4672,1.048961077930348
2,C1,0.18,8.83,4215,4192,1.0492241420874862
2,C1,0.19,9.315,3747,3715,1.0432327881017898
2,C1,0.2,9.8,3311,3310,1.0526495297197815
2,C1,0.21,10.285,3023,3038,1.058311513548635
2,C1,0.22,10.77,2652,2703,1.0746865186244816
2,C1,0.23,11.255,2363,2415,1.0765458736903861
2,C1,0.24,11.74,2111,2140,1.065170827041152
2,C1,0.25,12.225,1888,1926,1.0717542629280554
2,C1,0.26,12.71,1658,1693,1.0717644447390644
2,C1,0.27,13.195,1513,1555,1.0787545886568342
2,C1,0.28,13.68,1321,1369,1.0875352306851622
2,C1,0.29,14.165,1170,1211,1.0851735897547932
2,C1,0.3,14.65,1024,1072,1.0975971374293694
2,C1,0.31,15.135,910,875,1.0024195696569687
2,C1,0.32,15.62,781,720,0.9591829052577288
2,C1,0.33,16.105,703,652,0.9653915952468808
2,C1,0.34,16.59,637,579,0.9455578135790309
2,C1,0.35,17.075,553,495,0.9309805196554709
2,C1,0.36,17.56,485,439,0.9419706606813256
2,C1,0.37,18.045,427,390,0.9508962844899445
2,C1,0.38,18.53,385,360,0.974129973322971
2,C1,0.39,19.015,335,313,0.9734225628480524
2,C1,0.4,19.5,294,280,0.9926199153452226
2,C1,0.41,19.985,266,259,1.0151904282606579
2,C1,0.42,20.47,232,212,0.9519029468472998
2,C1,0.43,20.955,210,193,0.9575012580603633
2,C1,0.44,21.44,180,161,0.9316855394761945
2,C1,0.45,21.925,163,148,0.9459723499740446
2,C1,0.46,22.41,149,135,0.9439814674048368
2,C1,0.47,22.895,140,127,0.9451671416333024
2,C1,0.48,23.38,124,114,0.9580290135205767
2,C1,0.49,23.865,115,107,0.9696720396677349
2,C1,0.5,24.35,105,97,0.9627435924284202
2,C1,0.51,24.835,99,94,0.9896781556018198
2,C1,0.52,25.32,90,89,1.0309679826346494
2,C1,0.53,25.805,83,79,0.9921094996214265
2,C1,0.54,26.29,79,75,0.9895562285059523
2,C2,0.14,6.89,4056,3770,0.9596429963191127
2,C2,0.15,7.375,3885,3588,0.9523033386398032
2,C2,0.16,7.86,3645,3412,0.9694133971833744
2,C2,0.17,8.345,3425,3194,0.9653610018282541
2,C2,0.18,8.83,3194,2985,0.9684569917230227
2,C2,0.19,9.315,2939,2756,0.9729510871370856
2,C2,0.2,9.8,2691,2540,0.9809540281779933
2,C2,0.21,10.285,2508,2382,0.9883256237808588
2,C2,0.22,10.77,2257,2152,0.9929704545185167
2,C2,0.23,11.255,2058,1950,0.9860257505145062
2,C2,0.24,11.74,1864,1776,0.9923460676874831
2,C2,0.25,12.225,1696,1619,0.9945186535162949
2,C2,0.26,12.71,1511,1439,0.9920148232104069
2,C2,0.27,13.195,1398,1351,1.0079940992565684
2,C2,0.28,13.68,1234,1199,1.0138239405450673
2,C2,0.29,14.165,1110,1103,1.0383795157906832
2,C2,0.3,14.65,978,969,1.0348400949930734
2,C2,0.31,15.135,872,864,1.0346366284624136
2,C2,0.32,15.62,753,752,1.0429599706833204
2,C2,0.33,16.105,681,659,1.0090710074944667
2,C2,0.34,16.59,619,589,0.9915615093817524
2,C2,0.35,17.075,541,508,0.978124474154365
2,C2,0.36,17.56,475,449,0.9849146461659767
2,C2,0.37,18.045,419,393,0.9771550528783031
2,C2,0.38,18.53,378,355,0.9784936756824557
2,C2,0.39,19.015,331,305,0.9597583978719635
2,C2,0.4,19.5,290,262,0.9407969736363385
2,C2,0.41,19.985,262,234,0.9299882216585128
2,C2,0.42,20.47,232,213,0.9564518883213413
2,C2,0.43,20.955,210,197,0.977586095893618
2,C2,0.44,21.44,180,181,1.04870900185549
2,C2,0.45,21.925,163,170,1.0880565144385763
2,C2,0.46,22.41,149,157,1.0992961084358366
2,C2,0.47,22.895,140,143,1.0652863093050524
2,C2,0.48,23.38,124,123,1.0342320109881868
2,C2,0.49,23.865,115,116,1.0518117936078741
2,C2,0.5,24.35,105,102,1.0126788223690526
2,C2,0.51,24.835,99,97,1.0214507646708966
2,C2,0.52,25.32,90,85,0.9843919542100694
2,C2,0.53,25.805,83,74,0.9290343441469445
2,C2,0.54,26.29,79,71,0.9365513855502601
2,C3,0.14,6.89,4056,3970,1.0267225717307877
2,C3,0.15,7.375,3885,3798,1.0247466854206653
2,C3,0.16,7.86,3645,3620,1.0451596634582485
2,C3,0.17,8.345,3425,3391,1.0403412651547201
2,C3,0.18,8.83,3194,3259,1.0792853699475313
2,C3,0.19,9.315,2939,2996,1.076519174474868
2,C3,0.2,9.8,2691,2746,1.07643137121417
2,C3,0.21,10.285,2508,2569,1.080254581024176
2,C3,0.22,10.77,2257,2345,1.0968095482420592
2,C3,0.23,11.255,2058,2141,1.097037429073887
2,C3,0.24,11.74,1864,1911,1.0776795511457204
2,C3,0.25,12.225,1696,1742,1.0790123166152272
2,C3,0.26,12.71,1511,1556,1.0810876922461772
2,C3,0.27,13.195,1398,1446,1.0856969242297718
2,C3,0.28,13.68,1234,1279,1.0871642608002579
2,C3,0.29,14.165,1110,1161,1.097122684482235
2,C3,0.3,14.65,978,1035,1.1100512294185971
2,C3,0.31,15.135,872,844,1.0093930275229357
2,C3,0.32,15.62,753,691,0.9546530150997816
2,C3,0.33,16.105,681,631,0.964488834174356
2,C3,0.34,16.59,619,561,0.9427621586643393
2,C3,0.35,17.075,541,483,0.9285340476983903
2,C3,0.36,17.56,475,429,0.9398697991862449
2,C3,0.37,18.045,419,382,0.9491551977292921
2,C3,0.38,18.53,378,352,0.9700441185208821
2,C3,0.39,19.015,331,307,0.9661714416457836
2,C3,0.4,19.5,290,274,0.9846159414889654
2,C3,0.41,19.985,262,253,1.006678212452502
2,C3,0.42,20.47,232,212,0.9519029468472998
2,C3,0.43,20.955,210,193,0.9575012580603633
2,C3,0.44,21.44,180,161,0.9316855394761945
2,C3,0.45,21.925,163,148,0.9459723499740446
2,C3,0.46,22.41,149,135,0.9439814674048368
2,C3,0.47,22.895,140,127,0.9451671416333024
2,C3,0.48,23.38,124,114,0.9580290135205767
2,C3,0.49,23.865,115,107,0.9696720396677349
2,C3,0.5,24.35,105,97,0.9627435924284202
2,C3,0.51,24.835,99,94,0.9896781556018198
2,C3,0.52,25.32,90,89,1.0309679826346494
2,C3,0.53,25.805,83,79,0.9921094996214265
2,C3,0.54,26.29,79,75,0.9895562285059523
2,C4,0.14,6.89,4056,3800,0.9695699157255835
2,C4,0.15,7.375,3885,3633,0.9676273656018125
2,C4,0.16,7.86,3645,3451,0.9834314458760383
2,C4,0.17,8.345,3425,3256,0.9887177470098295
2,C4,0.18,8.83,3194,3048,0.9935388035936727
2,C4,0.19,9.315,2939,2802,0.9925198631036136
2,C4,0.2,9.8,2691,2561,0.9905576882731102
2,C4,0.21,10.285,2508,2410,1.001934715092797
2,C4,0.22,10.77,2257,2172,1.0036007752369205
2,C4,0.23,11.255,2058,2008,1.0194260639638708
2,C4,0.24,11.74,1864,1850,1.0389262811903024
2,C4,0.25,12.225,1696,1702,1.051380260805902
2,C4,0.26,12.71,1511,1500,1.038280790227003
2,C4,0.27,13.195,1398,1393,1.042226159039313
2,C4,0.28,13.68,1234,1242,1.0531485752244878
2,C4,0.29,14.165,1110,1140,1.075802268443667
2,C4,0.3,14.65,978,1019,1.091759220653735
2,C4,0.31,15.135,872,905,1.0865888317901344
2,C4,0.32,15.62,753,794,1.1041610061614255
2,C4,0.33,16.105,681,752,1.1582875039111853
2,C4,0.34,16.59,619,683,1.156654011540051
2,C4,0.35,17.075,541,585,1.131843806599696
2,C4,0.36,17.56,475,510,1.1229987368948722
2,C4,0.37,18.045,419,450,1.12286111316797
2,C4,0.38,18.53,378,416,1.1509862996812477
2,C4,0.39,19.015,331,361,1.1399255928824843
2,C4,0.4,19.5,290,329,1.1862865871896764
2,C4,0.41,19.985,262,300,1.197159393222069
2,C4,0.42,20.47,232,248,1.1160181884275173
2,C4,0.43,20.955,210,221,1.098302794776207
2,C4,0.44,21.44,180,201,1.1660202032620277
2,C4,0.45,21.925,163,186,1.1916316049445979
2,C4,0.46,22.41,149,170,1.191270020683115
2,C4,0.47,22.895,140,166,1.2383706767378484
2,C4,0.48,23.38,124,141,1.1868900246558456
2,C4,0.49,23.865,115,137,1.2438232757243715
2,C4,0.5,24.35,105,128,1.2728346169873617
2,C4,0.51,24.835,99,125,1.3185575777352574
2,C4,0.52,25.32,90,121,1.4043967321860644
2,C4,0.53,25.805,83,110,1.3840360525174236
2,C4,0.54,26.29,79,105,1.3879185244547307
2,C5,0.14,6.89,2572,2350,0.9444893367496036
2,C5,0.15,7.375,2614,2419,0.9585317221530929
2,C5,0.16,7.86,2565,2392,0.9673330793695106
2,C5,0.17,8.345,2515,2362,0.975448055975482
2,C5,0.18,8.83,2439,2275,0.96785116082808
2,C5,0.19,9.315,2319,2164,0.9685824697245178
2,C5,0.2,9.8,2195,2078,0.9849175223251561
2,C5,0.21,10.285,2075,1976,0.9916475506663375
2,C5,0.22,10.77,1915,1831,0.9962414788648737
2,C5,0.23,11.255,1765,1670,0.9847285064625184
2,C5,0.24,11.74,1628,1535,0.9810720404834506
2,C5,0.25,12.225,1504,1419,0.9819129939209726
2,C5,0.26,12.71,1358,1258,0.9627809848872062
2,C5,0.27,13.195,1273,1183,0.9662637664538886
2,C5,0.28,13.68,1140,1062,0.9690670337816372
2,C5,0.29,14.165,1039,942,0.9417341446205073
2,C5,0.3,14.65,922,820,0.9232430700110573
2,C5,0.31,15.135,818,736,0.9349839629750558
2,C5,0.32,15.62,712,633,0.9237960691185778
2,C5,0.33,16.105,645,564,0.9083397790661121
2,C5,0.34,16.59,589,518,0.9140262852949808
2,C5,0.35,17.075,523,461,0.9164734076556369
2,C5,0.36,17.56,462,409,0.9208359614648531
2,C5,0.37,18.045,409,363,0.9234594041856564
2,C5,0.38,18.53,370,331,0.9311256292852526
2,C5,0.39,19.015,327,299,0.9522599142520506
2,C5,0.4,19.5,287,256,0.9286822141908319
2,C5,0.41,19.985,259,235,0.9450065000145078
2,C5,0.42,20.47,230,222,1.0062095744766257
2,C5,0.43,20.955,208,199,0.997246288591556
2,C5,0.44,21.44,178,182,1.0665423516239256
2,C5,0.45,21.925,161,173,1.1213505124147372
2,C5,0.46,22.41,147,161,1.143055701554598
2,C5,0.47,22.895,138,147,1.1113581029605282
2,C5,0.48,23.38,122,127,1.0857646294070793
2,C5,0.49,23.865,113,122,1.126340196111868
2,C5,0.5,24.35,104,108,1.0830187171180998
2,C5,0.51,24.835,98,104,1.1068769212542946
2,C5,0.52,25.32,90,91,1.0542645282967666
2,C5,0.53,25.805,83,86,1.080479397906587
2,C5,0.54,26.29,79,82,1.0823769690855594
3,C0,0.14,6.89,10603,10270,1.0256250468122436
3,C0,0.15,7.375,11278,10873,1.0145679671885817
3,C0,0.16,7.86,11907,11480,1.0165102791102212
3,C0,0.17,8.345,12462,12022,1.0206608932170211
3,C0,0.18,8.83,12952,12470,1.0147890972125366
3,C0,0.19,9.315,13420,12899,1.0088323585768137
3,C0,0.2,9.8,13856,13327,1.0135554730074399
3,C0,0.21,10.285,14144,13595,1.011016742593135
3,C0,0.22,10.77,14515,13941,1.0075656130497912
3,C0,0.23,11.255,14804,14236,1.0176159406935805
3,C0,0.24,11.74,15056,14494,1.0289630611119331
3,C0,0.25,12.225,15279,14712,1.0346822856955114
3,C0,0.26,12.71,15509,14918,1.0282519344958039
3,C0,0.27,13.195,15654,15063,1.0354753242278205
3,C0,0.28,13.68,15846,15226,1.0211695655966229
3,C0,0.29,14.165,15997,15354,1.007149602882379
3,C0,0.3,14.65,16143,15524,1.042047546612993
3,C0,0.31,15.135,16257,15629,1.0414846937729387
3,C0,0.32,15.62,16386,15752,1.0471156024779462
3,C0,0.33,16.105,16464,15829,1.0560718651299805
3,C0,0.34,16.59,16530,15904,1.084737109786979
3,C0,0.35,17.075,16614,15984,1.0969697646625192
3,C0,0.36,17.56,16682,16043,1.094887773670758
3,C0,0.37,18.045,16740,16090,1.082902248575923
3,C0,0.38,18.53,16782,16141,1.128947137031256
3,C0,0.39,19.015,16832,16163,1.0512587679241532
3,C0,0.4,19.5,16873,16195,1.0298771284490706
3,C0,0.41,19.985,16901,16225,1.0465599571661781
3,C0,0.42,20.47,16935,16259,1.0606627581649726
3,C0,0.43,20.955,16957,16278,1.0554506980545495
3,C0,0.44,21.44,16987,16304,1.0470466720540306
3,C0,0.45,21.925,17004,16322,1.0643698081443822
3,C0,0.46,22.41,17018,16334,1.059342830902356
3,C0,0.47,22.895,17027,16349,1.120211037372017
3,C0,0.48,23.38,17043,16365,1.1448756313216795
3,C0,0.49,23.865,17052,16368,1.0929411026957727
3,C0,0.5,24.35,17062,16375,1.0720445085133816
3,C0,0.51,24.835,17068,16378,1.043931578147655
3,C0,0.52,25.32,17077,16384,1.0158555194637438
3,C0,0.53,25.805,17084,16394,1.061969874346367
3,C0,0.54,26.29,17088,16406,1.203921065929493
3,C1,0.14,6.89,6564,6199,0.9750151901107631
3,C1,0.15,7.375,5889,5596,0.985641211175876
3,C1,0.16,7.86,5260,4989,0.9837578827784474
3,C1,0.17,8.345,4705,4447,0.9797573382557059
3,C1,0.18,8.83,4215,3999,0.9854264326911277
3,C1,0.19,9.315,3747,3570,0.9912449689963615
3,C1,0.2,9.8,3311,3142,0.9866258203241527
3,C1,0.21,10.285,3023,2874,0.9891033035072414
3,C1,0.22,10.77,2652,2528,0.9924911956583244
3,C1,0.23,11.255,2363,2233,0.982689008702464
3,C1,0.24,11.74,2111,1975,0.9718521857522906
3,C1,0.25,12.225,1888,1757,0.9664802556543257
3,C1,0.26,12.71,1658,1551,0.9725243069835243
3,C1,0.27,13.195,1513,1406,0.9657400583116016
3,C1,0.28,13.68,1321,1243,0.9792692944347059
3,C1,0.29,14.165,1170,1115,0.9929011510684038
3,C1,0.3,14.65,1024,945,0.9596491093427918
3,C1,0.31,15.135,910,840,0.960167735521245
3,C1,0.32,15.62,781,717,0.9550043926702557
3,C1,0.33,16.105,703,640,0.9469052561843608
3,C1,0.34,16.59,637,565,0.9218823537772949
3,C1,0.35,17.075,553,485,0.9116021536907613
3,C1,0.36,17.56,485,426,0.9133356167156437
3,C1,0.37,18.045,427,379,0.9234443841215179
3,C1,0.38,18.53,385,328,0.8857810673311571
3,C1,0.39,19.015,335,306,0.9512405798760943
3,C1,0.4,19.5,294,274,0.9709896184469465
3,C1,0.41,19.985,266,244,0.9555114288031326
3,C1,0.42,20.47,232,210,0.942806742578646
3,C1,0.43,20.955,210,191,0.9474625407356702
3,C1,0.44,21.44,180,165,0.9550672636571802
3,C1,0.45,21.925,163,147,0.9395230796177841
3,C1,0.46,22.41,149,135,0.9439814674048368
3,C1,0.47,22.895,140,120,0.8926889368506593
3,C1,0.48,23.38,124,104,0.8734573194169304
3,C1,0.49,23.865,115,101,0.9149623868417698
3,C1,0.5,24.35,105,94,0.9327970919665577
3,C1,0.51,24.835,99,91,0.9579171862722968
3,C1,0.52,25.32,90,85,0.9843919542100694
3,C1,0.53,25.805,83,75,0.9416462972789046
3,C1,0.54,26.29,79,63,0.8306192393335565
3,C2,0.14,6.89,4003,3889,1.0166221915439415
3,C2,0.15,7.375,3827,3733,1.0216974439745106
3,C2,0.16,7.86,3608,3530,1.0252626215215213
3,C2,0.17,8.345,3408,3328,1.0224502533553552
3,C2,0.18,8.83,3173,3119,1.0304001340901874
3,C2,0.19,9.315,2916,2904,1.0462479844795445
3,C2,0.2,9.8,2655,2667,1.0561940994386305
3,C2,0.21,10.285,2481,2469,1.0439262394195887
3,C2,0.22,10.77,2239,2226,1.042008396530369
3,C2,0.23,11.255,2037,2017,1.0366349438243314
3,C2,0.24,11.74,1845,1812,1.026673123250302
3,C2,0.25,12.225,1672,1646,1.0290797438482224
3,C2,0.26,12.71,1491,1490,1.0458299119325964
3,C2,0.27,13.195,1374,1372,1.0445791643924358
3,C2,0.28,13.68,1220,1232,1.0568914968632224
3,C2,0.29,14.165,1091,1082,1.0361593586358
3,C2,0.3,14.65,961,953,1.0357753628961839
3,C2,0.31,15.135,855,839,1.0241040434312483
3,C2,0.32,15.62,736,719,1.019141563146998
3,C2,0.33,16.105,666,656,1.0278402097791208
3,C2,0.34,16.59,607,624,1.0743950222059562
3,C2,0.35,17.075,531,553,1.0885430052029275
3,C2,0.36,17.56,469,488,1.0871950953484342
3,C2,0.37,18.045,416,428,1.0743845098857254
3,C2,0.38,18.53,374,386,1.0776480031228375
3,C2,0.39,19.015,325,332,1.0661678607690876
3,C2,0.4,19.5,286,293,1.069125329418356
3,C2,0.41,19.985,259,261,1.0512440588946017
3,C2,0.42,20.47,226,233,1.075740406438658
3,C2,0.43,20.955,204,204,1.042914233015678
3,C2,0.44,21.44,176,178,1.054820425109235
3,C2,0.45,21.925,159,150,0.9832270984047996
3,C2,0.46,22.41,146,141,1.0067423469558971
3,C2,0.47,22.895,137,136,1.0350635786846833
3,C2,0.48,23.38,123,120,1.017083166121893
3,C2,0.49,23.865,114,116,1.0611004365313088
3,C2,0.5,24.35,104,105,1.0527418300960834
3,C2,0.51,24.835,98,94,0.9998354883938307
3,C2,0.52,25.32,89,83,0.9719683972478561
3,C2,0.53,25.805,83,77,0.9668748199239123
3,C2,0.54,26.29,79,74,0.9763025930258145
3,C3,0.14,6.89,4003,3769,0.9759435541454146
3,C3,0.15,7.375,3827,3601,0.9754599353334159
3,C3,0.16,7.86,3608,3354,0.9610719348624186
3,C3,0.17,8.345,3408,3152,0.9555800926557568
3,C3,0.18,8.83,3173,2949,0.9619884957584054
3,C3,0.19,9.315,2916,2719,0.9664164858461155
3,C3,0.2,9.8,2655,2480,0.969008875550456
3,C3,0.21,10.285,2481,2341,0.980838460636055
3,C3,0.22,10.77,2239,2111,0.9802612092326005
3,C3,0.23,11.255,2037,1899,0.9680846009766473
3,C3,0.24,11.74,1845,1711,0.9628122141094022
3,C3,0.25,12.225,1672,1543,0.9580271043687937
3,C3,0.26,12.71,1491,1383,0.9638416472586013
3,C3,0.27,13.195,1374,1269,0.9596125890599861
3,C3,0.28,13.68,1220,1135,0.96751914207579
3,C3,0.29,14.165,1091,1030,0.9830402597395658
3,C3,0.3,14.65,961,878,0.9496705955989577
3,C3,0.31,15.135,855,783,0.9523369816866532
3,C3,0.32,15.62,736,667,0.9423233609669662
3,C3,0.33,16.105,666,594,0.9270619280698021
3,C3,0.34,16.59,607,527,0.9018606782370276
3,C3,0.35,17.075,531,462,0.9042456354723339
3,C3,0.36,17.56,469,411,0.9112593182336631
3,C3,0.37,18.045,416,366,0.9152119886882043
3,C3,0.38,18.53,374,315,0.875562516924336
3,C3,0.39,19.015,325,293,0.9386566993837022
3,C3,0.4,19.5,286,262,0.9541810691313992
3,C3,0.41,19.985,259,235,0.9450065000145078
3,C3,0.42,20.47,226,201,0.9261738120986747
3,C3,0.43,20.955,204,182,0.9291862751117516
3,C3,0.44,21.44,176,160,0.9471067285770823
3,C3,0.45,21.925,159,142,0.9303322466586005
3,C3,0.46,22.41,146,131,0.9347696855972378
3,C3,0.47,22.895,137,116,0.8817686078270421
3,C3,0.48,23.38,123,104,0.8806102653143856
3,C3,0.49,23.865,114,101,0.9230425005573563
3,C3,0.5,24.35,104,94,0.9418214914856137
3,C3,0.51,24.835,98,91,0.9677485477033652
3,C3,0.52,25.32,89,85,0.9955108299683988
3,C3,0.53,25.805,83,75,0.9416462972789046
3,C3,0.54,26.29,79,63,0.8306192393335565
3,C4,0.14,6.89,4003,3852,1.0039971012467448
3,C4,0.15,7.375,3827,3708,1.012866912424879
3,C4,0.16,7.86,3608,3545,1.0308142699843053
3,C4,0.17,8.345,3408,3362,1.0355753260183158
3,C4,0.18,8.83,3173,3089,1.018201171412191
3,C4,0.19,9.315,2916,2831,1.0144882088314926
3,C4,0.2,9.8,2655,2587,1.0186081177620032
3,C4,0.21,10.285,2481,2452,1.035481042093845
3,C4,0.22,10.77,2239,2223,1.0403849364923634
3,C4,0.23,11.255,2037,2078,1.072512763066782
3,C4,0.24,11.74,1845,1811,1.0260365234297724
3,C4,0.25,12.225,1672,1638,1.0235257425043045
3,C4,0.26,12.71,1491,1453,1.0173466656804617
3,C4,0.27,13.195,1374,1344,1.0213669204951459
3,C4,0.28,13.68,1220,1178,1.0069979019052244
3,C4,0.29,14.165,1091,1066,1.0197768204117985
3,C4,0.3,14.65,961,919,0.9966382820681833
3,C4,0.31,15.135,855,818,0.9971312110916442
3,C4,0.32,15.62,736,686,0.9703328636480086
3,C4,0.33,16.105,666,619,0.9676034709788652
3,C4,0.34,16.59,607,568,0.9745307326313857
3,C4,0.35,17.075,531,500,0.9809495539792905
3,C4,0.36,17.56,469,440,0.9773224197453416
3,C4,0.37,18.045,416,392,0.9818122879794834
3,C4,0.38,18.53,374,349,0.9721137259325114
3,C4,0.39,19.015,325,305,0.9778253669122265
3,C4,0.4,19.5,286,280,1.0208693030362066
3,C4,0.41,19.985,259,251,1.0103431479680092
3,C4,0.42,20.47,226,216,0.9962098215768471
3,C4,0.43,20.955,204,197,1.0066947071355583
3,C4,0.44,21.44,176,170,1.0069182995052681
3,C4,0.45,21.925,159,158,1.036173836462564
3,C4,0.46,22.41,146,146,1.042761747227838
3,C4,0.47,22.895,137,124,0.9430415783750472
3,C4,0.48,23.38,123,109,0.9232293716580199
3,C4,0.49,23.865,114,99,0.904653891907533
3,C4,0.5,24.35,104,92,0.9216701659456743
3,C4,0.51,24.835,98,89,0.9463637836086816
3,C4,0.52,25.32,89,86,1.0072842018343213
3,C4,0.53,25.805,83,83,1.0425973391919932
3,C4,0.54,26.29,79,76,1.0028114809732775
3,C5,0.14,6.89,2515,2512,1.0485435598773911
3,C5,0.15,7.375,2548,2544,1.04819032211697
3,C5,0.16,7.86,2519,2539,1.0598923272860645
3,C5,0.17,8.345,2470,2496,1.0628859416845269
3,C5,0.18,8.83,2404,2427,1.06140459652656
3,C5,0.19,9.315,2304,2268,1.0302630536581932
3,C5,0.2,9.8,2155,2121,1.0297708210300538
3,C5,0.21,10.285,2062,2028,1.0287331891476412
3,C5,0.22,10.77,1908,1871,1.0250100671439728
3,C5,0.23,11.255,1753,1722,1.026745730062533
3,C5,0.24,11.74,1611,1604,1.041937921325031
3,C5,0.25,12.225,1486,1515,1.0690799924614038
3,C5,0.26,12.71,1353,1382,1.0706538685625835
3,C5,0.27,13.195,1250,1258,1.053110827690487
3,C5,0.28,13.68,1121,1094,1.018505486535686
3,C5,0.29,14.165,1012,992,1.0231783436904078
3,C5,0.3,14.65,901,849,0.9812567058084558
3,C5,0.31,15.135,809,770,0.9917459096660121
3,C5,0.32,15.62,702,669,0.9931015362977388
3,C5,0.33,16.105,640,606,0.9865096844859106
3,C5,0.34,16.59,588,551,0.9759871595327414
3,C5,0.35,17.075,516,499,1.0082918310980375
3,C5,0.36,17.56,457,446,1.0177738210294256
3,C5,0.37,18.045,406,389,0.9987055179766193
3,C5,0.38,18.53,365,350,0.9995351355118225
3,C5,0.39,19.015,317,308,1.0130319183718564
3,C5,0.4,19.5,279,272,1.0165022373495867
3,C5,0.41,19.985,256,253,1.0306379019949432
3,C5,0.42,20.47,223,218,1.0192658720139471
3,C5,0.43,20.955,204,201,1.0273877623338492
3,C5,0.44,21.44,176,162,0.9590631742085106
3,C5,0.45,21.925,159,150,0.9832270984047996
3,C5,0.46,22.41,146,137,0.9779427059743205
3,C5,0.47,22.895,137,127,0.9660344086751526
3,C5,0.48,23.38,123,118,1.0000094472230883
3,C5,0.49,23.865,114,113,1.0334685913855315
3,C5,0.5,24.35,104,96,0.9619777400880436
3,C5,0.51,24.835,98,93,0.9891385352382281
3,C5,0.52,25.32,89,86,1.0072842018343213
3,C5,0.53,25.805,83,78,0.9794913900002425
3,C5,0.54,26.29,79,76,1.0028114809732775
4,C0,0.14,6.89,10603,10186,1.0036364442034842
4,C0,0.15,7.375,11278,10774,0.9878538729321585
4,C0,0.16,7.86,11907,11429,1.0017540035806602
4,C0,0.17,8.345,12462,11951,0.9986881589709565
4,C0,0.18,8.83,12952,12425,0.9998756536346024
4,C0,0.19,9.315,13420,12887,1.0045173083499963
4,C0,0.2,9.8,13856,13313,1.007999330246724
4,C0,0.21,10.285,14144,13597,1.0118696304386872
4,C0,0.22,10.77,14515,13989,1.0306031580234019
4,C0,0.23,11.255,14804,14240,1.0197285202585504
4,C0,0.24,11.74,15056,14458,1.0080330631051004
4,C0,0.25,12.225,15279,14671,1.0082705649702337
4,C0,0.26,12.71,15509,14896,1.0123756043954872
4,C0,0.27,13.195,15654,15014,0.9973486789275119
4,C0,0.28,13.68,15846,15194,0.9934479165893291
4,C0,0.29,14.165,15997,15329,0.9834590696281869
4,C0,0.3,14.65,16143,15446,0.9577587021760368
4,C0,0.31,15.135,16257,15558,0.9559526397038999
4,C0,0.32,15.62,16386,15690,0.959983059523401
4,C0,0.33,16.105,16464,15757,0.9449601821065505
4,C0,0.34,16.59,16530,15821,0.9408610793693472
4,C0,0.35,17.075,16614,15914,0.954415086809453
4,C0,0.36,17.56,16682,15983,0.9561271531425656
4,C0,0.37,18.045,16740,16037,0.946916760697376
4,C0,0.38,18.53,16782,16096,0.9899793695722118
4,C0,0.39,19.015,16832,16134,0.9585313688212928
4,C0,0.4,19.5,16873,16182,0.9824383883618366
4,C0,0.41,19.985,16901,16204,0.9623777983439631
4,C0,0.42,20.47,16935,16236,0.9546098374116636
4,C0,0.43,20.955,16957,16259,0.9588370584419413
4,C0,0.44,21.44,16987,16287,0.9482558414094295
4,C0,0.45,21.925,17004,16300,0.9245649126763072
4,C0,0.46,22.41,17018,16313,0.9155603719741691
4,C0,0.47,22.895,17027,16323,0.9192571669009172
4,C0,0.48,23.38,17043,16352,1.0168588151337667
4,C0,0.49,23.865,17052,16359,1.0029668607254814
4,C0,0.5,24.35,17062,16368,0.9973178773744212
4,C0,0.51,24.835,17068,16373,0.9892580413639559
4,C0,0.52,25.32,17077,16380,0.9699622266100735
4,C0,0.53,25.805,17084,16390,1.007953255544458
4,C0,0.54,26.29,17088,16393,0.9971964012911492
4,C1,0.14,6.89,6564,6283,0.9963767316098507
4,C1,0.15,7.375,5889,5695,1.0122954694015516
4,C1,0.16,7.86,5260,5040,0.9982490675611071
4,C1,0.17,8.345,4705,4518,1.001313564216477
4,C1,0.18,8.83,4215,4044,1.0001243618293392
4,C1,0.19,9.315,3747,3582,0.9955030059587362
4,C1,0.2,9.8,3311,3156,0.9920641512283882
4,C1,0.21,10.285,3023,2872,0.9882696050146883
4,C1,0.22,10.77,2652,2480,0.9703055848556725
4,C1,0.23,11.255,2363,2229,0.9806531641837885
4,C1,0.24,11.74,2111,2011,0.9920309527543117
4,C1,0.25,12.225,1888,1798,0.99179727618997
4,C1,0.26,12.71,1658,1573,0.9877756789656374
